element,sp_num,obs_wl_vac(A),ritz_wl_vac(A),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
O,5,164.574,164.574,80,3.14E+09,B,82078.6,689708.5,1s2.2s.2p,3P*,1,1s2.2p.(2P*<3/2>).3p,3P,2,,T3843n,L552,
O,5,,164.589,,4.1E+09,B,81942.5,689517.7,1s2.2s.2p,3P*,0,1s2.2p.(2P*<3/2>).3p,3P,1,,T3843n,,
O,5,,164.626,,3.06E+09,B,82078.6,689517.7,1s2.2s.2p,3P*,1,1s2.2p.(2P*<3/2>).3p,3P,1,,T3843n,,
O,5,164.657,164.657,110*,1.29E+10,B,82078.6,689403.5,1s2.2s.2p,3P*,1,1s2.2p.(2P*<1/2>).3p,3P,0,,T3843n,L552,
O,5,164.657,164.657,110*,9.77E+09,B,82385.3,689708.5,1s2.2s.2p,3P*,2,1s2.2p.(2P*<3/2>).3p,3P,2,,T3843n,L552,
O,5,164.709,164.709,80,5.76E+09,B,82385.3,689517.7,1s2.2s.2p,3P*,2,1s2.2p.(2P*<3/2>).3p,3P,1,,T3843n,L552,
O,5,,164.986,,1.02E+10,B,231721.4,837833.0,1s2.2p2,1D,2,1s2.2p.(2P*<1/2>).4d,1D*,2,,T5633,,
O,5,,166.113,,1.82E+09,B,81942.5,683942.9,1s2.2s.2p,3P*,0,1s2.2p.(2P*<3/2>).3p,3S,1,,T3843n,,
O,5,,166.150,,5.22E+09,B,82078.6,683942.9,1s2.2s.2p,3P*,1,1s2.2p.(2P*<3/2>).3p,3S,1,,T3843n,,
O,5,166.235,166.235,80,7.97E+09,B,82385.3,683942.9,1s2.2s.2p,3P*,2,1s2.2p.(2P*<3/2>).3p,3S,1,,T3843n,L552,
O,5,167.99,167.988,150*,7.46E+09,B,82385.3,677665.0,1s2.2s.2p,3P*,2,1s2.2p.(2P*<3/2>).3p,3D,3,,T3843n,L552,
O,5,167.99,167.991,150*,5.66E+09,B,82078.6,677348.5,1s2.2s.2p,3P*,1,1s2.2p.(2P*<1/2>).3p,3D,2,,T3843n,L552,
O,5,,168.008,,4.19E+09,B,81942.5,677150.7,1s2.2s.2p,3P*,0,1s2.2p.(2P*<1/2>).3p,3D,1,,T3843n,,
O,5,,168.047,,3.04E+09,B,82078.6,677150.7,1s2.2s.2p,3P*,1,1s2.2p.(2P*<1/2>).3p,3D,1,,T3843n,,
O,5,,168.078,,1.79E+09,B,82385.3,677348.5,1s2.2s.2p,3P*,2,1s2.2p.(2P*<1/2>).3p,3D,2,,T3843n,,
O,5,,168.134,,1.95E+08,C,82385.3,677150.7,1s2.2s.2p,3P*,2,1s2.2p.(2P*<1/2>).3p,3D,1,,T3843n,,
O,5,,168.759,,4.36E+09,B,231721.4,824282.0,1s2.2p2,1D,2,1s2.2p.(2P*<3/2>).4s,1P*,1,,T5633,,
O,4,,169.472,,6.8E+08,C+,0.0,590069,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2S,1/2,,T5109LS,,
O,4,,169.583,,1.36E+09,C+,385.9,590069,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2S,1/2,,T5109LS,,
O,5,170.219,170.219,110,1.59E+10,B,158797.7,746274.9,1s2.2s.2p,1P*,1,1s2.2s.4d,1D,2,,T5633,L552,
O,8,,170.6862,,6.42E+09,AA,-6247399.742,-6833270.1380,3p,2P*,1/2,6d,2D,3/2,,T6492extrap,,
O,8,,170.6926,,3.913E+09,AA,-6247421.72,-6833270.2344,3s,2S,1/2,6p,2P*,3/2,,T6492extrap,,
O,8,,170.7016,,6.936E+08,AA,-6247399.742,-6833217.3570,3p,2P*,1/2,6s,2S,1/2,,T6492extrap,,
O,8,,170.7088,,3.913E+09,AA,-6247421.72,-6833214.5940,3s,2S,1/2,6p,2P*,1/2,,T6492extrap,,
O,8,,170.8104,,8.211E+09,AA,-6247844.2122,-6833288.6275,3d,2D,3/2,6f,2F*,5/2,,T6492extrap,,
O,8,,170.8106,,7.69E+09,AA,-6247844.960,-6833288.6610,3p,2P*,3/2,6d,2D,5/2,,T6492extrap,,
O,8,,170.8158,,3.207E+07,AA,-6247844.2122,-6833270.2344,3d,2D,3/2,6p,2P*,3/2,,T6492extrap,,
O,8,,170.8160,,1.282E+09,AA,-6247844.960,-6833270.1380,3p,2P*,3/2,6d,2D,3/2,,T6492extrap,,
O,8,,170.8314,,1.385E+09,AA,-6247844.960,-6833217.3570,3p,2P*,3/2,6s,2S,1/2,,T6492extrap,,
O,8,,170.8320,,3.207E+08,AA,-6247844.2122,-6833214.5940,3d,2D,3/2,6p,2P*,1/2,,T6492extrap,,
O,8,,170.8509,,8.792E+09,AA,-6247992.3879,-6833297.8861,3d,2D,5/2,6f,2F*,7/2,,T6492extrap,,
O,8,,170.8537,,5.862E+08,AA,-6247992.3879,-6833288.6275,3d,2D,5/2,6f,2F*,5/2,,T6492extrap,,
O,8,,170.8590,,2.885E+08,AA,-6247992.3879,-6833270.2344,3d,2D,5/2,6p,2P*,3/2,,T6492extrap,,
O,4,,171.074,,4.11E+09,B,0.0,584541,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2D,3/2,,T5109LS,,
O,4,,171.123,,4.93E+09,B,385.9,584761,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2D,5/2,,T5109LS,,
O,4,,171.187,,8.21E+08,C+,385.9,584541,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2D,3/2,,T5109LS,,
O,5,172.169,172.169,450,2.94E+10,B,0.0,580824.9,1s2.2s2,1S,0,1s2.2s.3p,1P*,1,,"T5633,T3843",L552,
O,6,,172.935,,7.33E+10,A,96375.0,674625.7,1s2.2p,2P*,1/2,1s2.3d,2D,3/2,,T5118LS,,
O,6,,173.079,,8.78E+10,A,96907.5,674676.8,1s2.2p,2P*,3/2,1s2.3d,2D,5/2,,T5118LS,,
O,6,,173.095,,1.46E+10,A,96907.5,674625.7,1s2.2p,2P*,3/2,1s2.3d,2D,3/2,,T5118LS,,
O,5,,173.252,,8.05E+06,D,231721.4,808916.8,1s2.2p2,1D,2,1s2.2s.5f,1F*,3,,T5600,,
O,4,,173.800,,7.63E+08,C+,0.0,575375,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2P,3/2,,T5109LS,,
O,4,,173.852,,3.05E+09,B,0.0,575202,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2P,1/2,,T5109LS,,
O,4,,173.916,,3.81E+09,B,385.9,575375,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2P,3/2,,T5109LS,,
O,4,,173.969,,1.52E+09,C+,385.9,575202,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2P,1/2,,T5109LS,,
O,4,,174.104,,3.17E+09,B,0.0,574368.7,2s2.2p,2P*,1/2,2s2.6d,2D,3/2,,T5109LS,,
O,4,,174.221,,6.32E+08,C+,385.9,574368.7,2s2.2p,2P*,3/2,2s2.6d,2D,3/2,,T5109LS,,
O,4,,174.221,,3.79E+09,B,385.9,574368.7,2s2.2p,2P*,3/2,2s2.6d,2D,5/2,,T5109LS,,
O,5,,174.559,,7.16E+09,B,158797.7,731670.5,1s2.2s.2p,1P*,1,1s2.2s.4s,1S,0,,T5633,,
O,4,,177.553,,8.89E+08,C+,71439.8,634653,2s.2p2,4P,1/2,2s.2p.(3P*).5d,4P*,1/2,,T5109LS,,
O,4,,177.562,,2.22E+09,B,71439.8,634622,2s.2p2,4P,1/2,2s.2p.(3P*).5d,4P*,3/2,,T5109LS,,
O,4,,177.594,,4.44E+09,B,71570.1,634653,2s.2p2,4P,3/2,2s.2p.(3P*).5d,4P*,1/2,,T5109LS,,
O,4,,177.604,,7.11E+08,C+,71570.1,634622,2s.2p2,4P,3/2,2s.2p.(3P*).5d,4P*,3/2,,T5109LS,,
O,4,,177.635,,1.6E+09,B,71570.1,634523,2s.2p2,4P,3/2,2s.2p.(3P*).5d,4P*,5/2,,T5109LS,,
O,4,,177.662,,2.4E+09,B,71755.5,634622,2s.2p2,4P,5/2,2s.2p.(3P*).5d,4P*,3/2,,T5109LS,,
O,4,,177.693,,3.73E+09,B,71755.5,634523,2s.2p2,4P,5/2,2s.2p.(3P*).5d,4P*,5/2,,T5109LS,,
O,5,,178.715,,1.75E+10,B,287910.3,847460.0,1s2.2p2,1S,0,1s2.2p.(2P*<3/2>).4d,1P*,1,,T5633,,
O,4,,180.354,,1.42E+09,C+,0.0,554464,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2S,1/2,,T5109LS,,
O,4,,180.480,,2.83E+09,B,385.9,554464,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2S,1/2,,T5109LS,,
O,4,,181.150,,5E+09,B,0.0,552029.6,2s2.2p,2P*,1/2,2s2.5d,2D,3/2,,T5109LS,,
O,4,,181.276,,9.98E+08,B,385.9,552029.6,2s2.2p,2P*,3/2,2s2.5d,2D,3/2,,T5109LS,,
O,4,,181.276,,5.99E+09,B,385.9,552032.3,2s2.2p,2P*,3/2,2s2.5d,2D,5/2,,T5109LS,,
O,4,,181.866,,5.25E+08,C+,0.0,549855,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2P,3/2,,T5109LS,,
O,4,,181.887,,2.1E+09,B,0.0,549792,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2P,1/2,,T5109LS,,
O,4,,181.994,,2.62E+09,B,385.9,549855,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2P,3/2,,T5109LS,,
O,4,,182.015,,1.05E+09,C+,385.9,549792,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2P,1/2,,T5109LS,,
O,5,,182.203,,5.13E+09,B,158797.7,707635.5,1s2.2s.2p,1P*,1,1s2.2p.(2P*<3/2>).3p,1S,0,,"T5633,T3843",,
O,4,,182.706,,1.74E+09,B,0.0,547326,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2D,3/2,,T5109LS,,
O,4,,182.826,,2.09E+09,B,385.9,547355,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2D,5/2,,T5109LS,,
O,4,,182.835,,3.48E+08,C+,385.9,547326,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2D,3/2,,T5109LS,,
O,4,,183.338,,7.96E+08,C+,71439.8,616881,2s.2p2,4P,1/2,2p2.(3P).3p,4S*,3/2,,T5109LS,,
O,4,,183.382,,1.59E+09,B,71570.1,616881,2s.2p2,4P,3/2,2p2.(3P).3p,4S*,3/2,,T5109LS,,
O,4,,183.444,,2.38E+09,B,71755.5,616881,2s.2p2,4P,5/2,2p2.(3P).3p,4S*,3/2,,T5109LS,,
O,6,,183.937,,5.7E+09,A,96375.0,640039.8,1s2.2p,2P*,1/2,1s2.3s,2S,1/2,,T5118LS,,
O,6,,184.117,,1.14E+10,A,96907.5,640039.8,1s2.2p,2P*,3/2,1s2.3s,2S,1/2,,T5118LS,,
O,4,,184.631,,3.09E+07,D,126936.3,668557,2s.2p2,2D,5/2,2s.2p.(1P*).4d,2D*,3/2,,T5109LS,,
O,4,,184.632,,2.88E+08,C+,126936.3,668553,2s.2p2,2D,5/2,2s.2p.(1P*).4d,2D*,5/2,,T5109LS,,
O,4,,184.636,,2.78E+08,C+,126950.2,668557,2s.2p2,2D,3/2,2s.2p.(1P*).4d,2D*,3/2,,T5109LS,,
O,4,,184.637,,2.06E+07,D,126950.2,668553,2s.2p2,2D,3/2,2s.2p.(1P*).4d,2D*,5/2,,T5109LS,,
O,4,,185.402,,1.06E+09,C+,0.0,539368,2s2.2p,2P*,1/2,2s2.5s,2S,1/2,,T5109LS,,
O,4,,185.535,,2.11E+09,B,385.9,539368,2s2.2p,2P*,3/2,2s2.5s,2S,1/2,,T5109LS,,
O,5,185.745,185.745,250,2.13E+10,B,158797.7,697170.2,1s2.2s.2p,1P*,1,1s2.2p.(2P*<3/2>).3p,1D,2,,"T5633,T3843",L552,
O,5,,186.438,,1.69E+09,B,287910.3,824282.0,1s2.2p2,1S,0,1s2.2p.(2P*<3/2>).4s,1P*,1,,T5633,,
O,4,,186.868,,1.52E+09,B,71439.8,606578,2s.2p2,4P,1/2,2p2.(3P).3p,4P*,3/2,,T5109LS,,
O,4,,186.873,,1.1E+09,B,71570.1,606694,2s.2p2,4P,3/2,2p2.(3P).3p,4P*,5/2,,T5109LS,,
O,4,,186.884,,6.1E+08,C+,71439.8,606530,2s.2p2,4P,1/2,2p2.(3P).3p,4P*,1/2,,T5109LS,,
O,4,,186.913,,4.87E+08,C+,71570.1,606578,2s.2p2,4P,3/2,2p2.(3P).3p,4P*,3/2,,T5109LS,,
O,4,,186.930,,3.05E+09,B,71570.1,606530,2s.2p2,4P,3/2,2p2.(3P).3p,4P*,1/2,,T5109LS,,
O,4,,186.937,,2.56E+09,B,71755.5,606694,2s.2p2,4P,5/2,2p2.(3P).3p,4P*,5/2,,T5109LS,,
O,4,,186.978,,1.64E+09,B,71755.5,606578,2s.2p2,4P,5/2,2p2.(3P).3p,4P*,3/2,,T5109LS,,
O,5,,191.402,,4.34E+08,C+,213462.5,735922.0,1s2.2p2,3P,0,1s2.2s.4p,3P*,1,,T5633LS,,
O,5,,191.450,,3.26E+08,C+,213618.2,735949.1,1s2.2p2,3P,1,1s2.2s.4p,3P*,2,,T5633LS,,
O,5,,191.459,,3.26E+08,C+,213618.2,735922.0,1s2.2p2,3P,1,1s2.2s.4p,3P*,1,,T5633LS,,
O,5,,191.463,,1.3E+09,C+,213618.2,735911.6,1s2.2p2,3P,1,1s2.2s.4p,3P*,0,,T5633LS,,
O,5,,191.548,,9.75E+08,B,213887.0,735949.1,1s2.2p2,3P,2,1s2.2s.4p,3P*,2,,T5633LS,,
O,5,,191.558,,5.42E+08,C+,213887.0,735922.0,1s2.2p2,3P,2,1s2.2s.4p,3P*,1,,T5633LS,,
O,4,,191.559,,1.99E+09,B,71439.8,593473,2s.2p2,4P,1/2,2s.2p.(3P*).4d,4P*,1/2,,T5109LS,,
O,4,,191.583,,4.97E+09,B,71439.8,593406,2s.2p2,4P,1/2,2s.2p.(3P*).4d,4P*,3/2,,T5109LS,,
O,4,,191.607,,9.93E+09,B,71570.1,593473,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4P*,1/2,,T5109LS,,
O,4,,191.631,,1.59E+09,B,71570.1,593406,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4P*,3/2,,T5109LS,,
O,4,,191.680,,3.57E+09,B,71570.1,593273,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4P*,5/2,,T5109LS,,
O,4,,191.699,,5.36E+09,B,71755.5,593406,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4P*,3/2,,T5109LS,,
O,4,,191.748,,8.33E+09,B,71755.5,593273,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4P*,5/2,,T5109LS,,
O,4,,192.138,,9.17E+09,B,71439.8,591899,2s.2p2,4P,1/2,2s.2p.(3P*).4d,4D*,3/2,,T5109LS,,
O,4,,192.138,,1.83E+10,B,71439.8,591899,2s.2p2,4P,1/2,2s.2p.(3P*).4d,4D*,1/2,,T5109LS,,
O,4,,192.163,,1.54E+10,B,71570.1,591962,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4D*,5/2,,T5109LS,,
O,4,,192.186,,1.17E+10,B,71570.1,591899,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4D*,3/2,,T5109LS,,
O,4,,192.186,,3.66E+09,B,71570.1,591899,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4D*,1/2,,T5109LS,,
O,4,,192.200,,2.2E+10,B,71755.5,592046,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4D*,7/2,,T5109LS,,
O,4,,192.231,,6.59E+09,B,71755.5,591962,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4D*,5/2,,T5109LS,,
O,4,,192.255,,1.1E+09,B,71755.5,591899,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4D*,3/2,,T5109LS,,
O,5,192.751,192.750,375,3.83E+10,B,81942.5,600748.9,1s2.2s.2p,3P*,0,1s2.2s.3d,3D,1,,T3843n,L552,
O,5,192.799,192.797,450*,5.17E+10,B,82078.6,600758.9,1s2.2s.2p,3P*,1,1s2.2s.3d,3D,2,,T3843n,L552,
O,5,192.799,192.801,450*,2.88E+10,B,82078.6,600748.9,1s2.2s.2p,3P*,1,1s2.2s.3d,3D,1,,T3843n,L552,
O,5,192.906,192.904,520,6.89E+10,B,82385.3,600779.2,1s2.2s.2p,3P*,2,1s2.2s.3d,3D,3,,T3843n,L552,
O,5,,192.911,,1.72E+10,B,82385.3,600758.9,1s2.2s.2p,3P*,2,1s2.2s.3d,3D,2,,T3843n,,
O,5,,192.915,,1.91E+09,B,82385.3,600748.9,1s2.2s.2p,3P*,2,1s2.2s.3d,3D,1,,T3843n,,
O,5,193.003,193.006,80,6.05E+09,B,231721.4,749840.5,1s2.2p2,1D,2,1s2.2s.4f,1F*,3,,T5633,L552,
O,5,194.593,194.592,200,1.73E+10,B,158797.7,672693.8,1s2.2s.2p,1P*,1,1s2.2p.(2P*<1/2>).3p,1P,1,,"T5633,T3843",L552,
O,4,195.86,195.860,150,9.99E+09,B,0.0,510569.7,2s2.2p,2P*,1/2,2s2.4d,2D,3/2,,T5109LS,L3492,
O,4,196.01,196.006,200*,1.2E+10,B,385.9,510574.1,2s2.2p,2P*,3/2,2s2.4d,2D,5/2,,T5109LS,L3492,
O,4,196.01,196.008,200*,1.99E+09,B,385.9,510569.7,2s2.2p,2P*,3/2,2s2.4d,2D,3/2,,T5109LS,L3492,
O,4,,198.029,,6.56E+08,B,126936.3,631913,2s.2p2,2D,5/2,2p2.(1D).3p,2D*,3/2,,T5109LS,,
O,4,,198.034,,5.9E+09,B,126950.2,631913,2s.2p2,2D,3/2,2p2.(1D).3p,2D*,3/2,,T5109LS,,
O,8,,199.9964,,1.16E+10,AA,-6247399.742,-6747408.6240,3p,2P*,1/2,5d,2D,3/2,,T6492extrap,,
O,8,,200.0052,,6.713E+09,AA,-6247421.72,-6747408.7880,3s,2S,1/2,5p,2P*,3/2,,T6492extrap,,
O,8,,200.0329,,1.238E+09,AA,-6247399.742,-6747317.4070,3p,2P*,1/2,5s,2S,1/2,,T6492extrap,,
O,8,,200.0436,,6.71E+09,AA,-6247421.72,-6747312.6360,3s,2S,1/2,5p,2P*,1/2,,T6492extrap,,
O,8,,200.1616,,1.738E+10,AA,-6247844.2122,-6747440.5739,3d,2D,3/2,5f,2F*,5/2,,T6492extrap,,
O,8,,200.1619,,1.389E+10,AA,-6247844.960,-6747440.6320,3p,2P*,3/2,5d,2D,5/2,,T6492extrap,,
O,8,,200.1743,,6.131E+07,AA,-6247844.2122,-6747408.7880,3d,2D,3/2,5p,2P*,3/2,,T6492extrap,,
O,8,,200.1747,,2.315E+09,AA,-6247844.960,-6747408.6240,3p,2P*,3/2,5d,2D,3/2,,T6492extrap,,
O,8,,200.2112,,2.47E+09,AA,-6247844.960,-6747317.4070,3p,2P*,3/2,5s,2S,1/2,,T6492extrap,,
O,8,,200.2129,,6.129E+08,AA,-6247844.2122,-6747312.6360,3d,2D,3/2,5p,2P*,1/2,,T6492extrap,,
O,8,,200.2146,,1.861E+10,AA,-6247992.3879,-6747456.5724,3d,2D,5/2,5f,2F*,7/2,,T6492extrap,,
O,8,,200.2210,,1.241E+09,AA,-6247992.3879,-6747440.5739,3d,2D,5/2,5f,2F*,5/2,,T6492extrap,,
O,8,,200.2337,,5.515E+08,AA,-6247992.3879,-6747408.7880,3d,2D,5/2,5p,2P*,3/2,,T6492extrap,,
O,4,,200.919,,1.1E+09,B,71570.1,569283,2s.2p2,4P,3/2,2s.2p.(3P*).4s,4P*,5/2,,T5109LS,,
O,4,,200.966,,1.53E+09,B,71439.8,569036,2s.2p2,4P,1/2,2s.2p.(3P*).4s,4P*,3/2,,T5109LS,,
O,4,,200.994,,2.57E+09,B,71755.5,569283,2s.2p2,4P,5/2,2s.2p.(3P*).4s,4P*,5/2,,T5109LS,,
O,4,,201.019,,4.89E+08,C+,71570.1,569036,2s.2p2,4P,3/2,2s.2p.(3P*).4s,4P*,3/2,,T5109LS,,
O,4,,201.021,,6.12E+08,C+,71439.8,568901,2s.2p2,4P,1/2,2s.2p.(3P*).4s,4P*,1/2,,T5109LS,,
O,4,,201.073,,3.06E+09,B,71570.1,568901,2s.2p2,4P,3/2,2s.2p.(3P*).4s,4P*,1/2,,T5109LS,,
O,4,,201.094,,1.65E+09,B,71755.5,569036,2s.2p2,4P,5/2,2s.2p.(3P*).4s,4P*,3/2,,T5109LS,,
O,7,,201.483,,1.38E+09,A,5356420.0,5852740.0,1s.3s,1S,0,1s.7p,1P*,1,,T5231,,
O,5,202.161,202.158,80,1.23E+10,B,213462.5,708125.1,1s2.2p2,3P,0,1s2.2p.(2P*<3/2>).3d,3P*,1,,T3843n,L552,
O,5,,202.189,,4.25E+10,B,213618.2,708205.0,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).3d,3P*,0,,T3843n,,
O,5,202.224,202.222,80,1.21E+10,B,213618.2,708125.1,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).3d,3P*,1,,T3843n,L552,
O,5,202.283,202.281,80,8.18E+09,B,213618.2,707981.2,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).3d,3P*,2,,T3843n,L552,
O,5,202.334,202.332,80,1.81E+10,B,213887.0,708125.1,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).3d,3P*,1,,T3843n,L552,
O,5,202.393,202.391,150,3.43E+10,B,213887.0,707981.2,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).3d,3P*,2,,T3843n,L552,
O,4,,202.885,,3.53E+09,B,0.0,492890.9,2s2.2p,2P*,1/2,2s.2p.(3P*).3p,2S,1/2,,T5109LS,,
O,4,,203.044,,7.05E+09,B,385.9,492890.9,2s2.2p,2P*,3/2,2s.2p.(3P*).3p,2S,1/2,,T5109LS,,
O,5,203.78,203.782,110,4.71E+10,B,213462.5,704182.0,1s2.2p2,3P,0,1s2.2p.(2P*<1/2>).3d,3D*,1,,T3843n,L3492,
O,5,203.82,203.822,150,6.36E+10,B,213618.2,704242.0,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).3d,3D*,2,,T3843n,L3492,
O,5,203.85,203.847,100,3.26E+10,B,213618.2,704182.0,1s2.2p2,3P,1,1s2.2p.(2P*<1/2>).3d,3D*,1,,T3843n,L3492,
O,5,203.89,203.890,200,8.16E+10,B,213887.0,704348.0,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).3d,3D*,3,,T3843n,L3492,
O,5,203.94,203.934,100,1.79E+10,B,213887.0,704242.0,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).3d,3D*,2,,T3843n,L3492,
O,5,,203.959,,1.83E+09,B,213887.0,704182.0,1s2.2p2,3P,2,1s2.2p.(2P*<1/2>).3d,3D*,1,,T3843n,,
O,4,,204.698,,7.02E+07,C,126936.3,615460,2s.2p2,2D,5/2,2p2.(3P).3p,2D*,3/2,,T5109LS,,
O,4,,204.704,,6.31E+08,B,126950.2,615460,2s.2p2,2D,3/2,2p2.(3P).3p,2D*,3/2,,T5109LS,,
O,4,,204.711,,6.55E+08,B,126936.3,615431,2s.2p2,2D,5/2,2p2.(3P).3p,2D*,5/2,,T5109LS,,
O,4,,204.716,,4.68E+07,C,126950.2,615431,2s.2p2,2D,3/2,2p2.(3P).3p,2D*,5/2,,T5109LS,,
O,4,,204.886,,8.57E+09,B,180480.8,668557,2s.2p2,2P,1/2,2s.2p.(1P*).4d,2D*,3/2,,T5109LS,,
O,4,,204.988,,1.71E+09,B,180724.2,668557,2s.2p2,2P,3/2,2s.2p.(1P*).4d,2D*,3/2,,T5109LS,,
O,4,,204.990,,1.03E+10,B,180724.2,668553,2s.2p2,2P,3/2,2s.2p.(1P*).4d,2D*,5/2,,T5109LS,,
O,5,,205.106,,2.26E+09,B,231721.4,719274.9,1s2.2p2,1D,2,1s2.2p.(2P*<3/2>).3d,1P*,1,,"T5633,T3843",,
O,7,,205.120,,1.38E+08,A,5364370.0,5851890.0,1s.3d,3D,1,1s.7p,3P*,0,,T5231LS,,
O,7,,205.120,,1.38E+06,A,5364370.0,5851890.0,1s.3d,3D,1,1s.7p,3P*,2,,T5231LS,,
O,7,,205.120,,3.46E+07,A,5364370.0,5851890.0,1s.3d,3D,1,1s.7p,3P*,1,,T5231LS,,
O,7,,205.145,,2.07E+07,A,5364430.0,5851890.0,1s.3d,3D,2,1s.7p,3P*,2,,T5231LS,,
O,7,,205.145,,1.04E+08,A,5364430.0,5851890.0,1s.3d,3D,2,1s.7p,3P*,1,,T5231LS,,
O,7,,205.149,,1.16E+08,A,5364440.0,5851890.0,1s.3d,3D,3,1s.7p,3P*,2,,T5231LS,,
O,4,207.18,207.183,110,9.8E+09,B,0.0,482666.1,2s2.2p,2P*,1/2,2s.2p.(3P*).3p,2D,3/2,,T5109LS,L3492,
O,4,207.24,207.239,150,1.18E+10,B,385.9,482921.6,2s2.2p,2P*,3/2,2s.2p.(3P*).3p,2D,5/2,,T5109LS,L3492,
O,4,,207.348,,1.96E+09,B,385.9,482666.1,2s2.2p,2P*,3/2,2s.2p.(3P*).3p,2D,3/2,,T5109LS,,
O,5,207.794,207.796,300,8.58E+10,B,231721.4,712963.5,1s2.2p2,1D,2,1s2.2p.(2P*<3/2>).3d,1F*,3,,"T5633,T3843",L552,
O,4,,212.975,,1.05E+10,B,126936.3,596475,2s.2p2,2D,5/2,2s.2p.(3P*).4d,2F*,7/2,,T5109LS,,
O,4,,213.057,,7E+08,B,126936.3,596295,2s.2p2,2D,5/2,2s.2p.(3P*).4d,2F*,5/2,,T5109LS,,
O,4,,213.063,,9.8E+09,B,126950.2,596295,2s.2p2,2D,3/2,2s.2p.(3P*).4d,2F*,5/2,,T5109LS,,
O,4,,213.975,,1.83E+09,B,0.0,467344.9,2s2.2p,2P*,1/2,2s.2p.(3P*).3p,2P,3/2,,T5109LS,,
O,4,,214.028,,7.3E+09,B,0.0,467229.3,2s2.2p,2P*,1/2,2s.2p.(3P*).3p,2P,1/2,,T5109LS,,
O,4,,214.152,,9.1E+09,B,385.9,467344.9,2s2.2p,2P*,3/2,2s.2p.(3P*).3p,2P,3/2,,T5109LS,,
O,4,,214.205,,3.64E+09,B,385.9,467229.3,2s2.2p,2P*,3/2,2s.2p.(3P*).3p,2P,1/2,,T5109LS,,
O,4,,214.237,,2.5E+09,B,126936.3,593708,2s.2p2,2D,5/2,2s.2p.(3P*).4d,2D*,5/2,,T5109LS,,
O,4,,214.244,,1.78E+08,C+,126950.2,593708,2s.2p2,2D,3/2,2s.2p.(3P*).4d,2D*,5/2,,T5109LS,,
O,4,,214.275,,2.67E+08,C+,126936.3,593627,2s.2p2,2D,5/2,2s.2p.(3P*).4d,2D*,3/2,,T5109LS,,
O,4,,214.281,,2.41E+09,B,126950.2,593627,2s.2p2,2D,3/2,2s.2p.(3P*).4d,2D*,3/2,,T5109LS,,
O,5,215.040,215.040,150,2.03E+09,B,81942.5,546972.7,1s2.2s.2p,3P*,0,1s2.2s.3s,3S,1,,T3843n,L552,
O,5,215.103,215.103,200,6.09E+09,B,82078.6,546972.7,1s2.2s.2p,3P*,1,1s2.2s.3s,3S,1,,T3843n,L552,
O,5,215.245,215.245,250,1.02E+10,B,82385.3,546972.7,1s2.2s.2p,3P*,2,1s2.2s.3s,3S,1,,T3843n,L552,
O,5,216.018,216.019,250,3.07E+10,B,231721.4,694643.8,1s2.2p2,1D,2,1s2.2p.(2P*<1/2>).3d,1D*,2,,"T5633,T3843",L552,
